community,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
DesMoinescity,0.29,0.34,0.14,0.84,0.14,0.04,0.4,0.52,0.35,0.42,0.31,1,0.25,0.57,0.32,0.47,0.49,0.34,0.47,0.28,0.29,0.3,0.22,0.15,0.16,0.29,0.31,0.22,0.33,0.19,0.31,0.29,0.28,0.6,0.28,0.4,0.39,0.34,0.63,0.44,0.62,0.65,0.41,0.51,0.53,0.54,0.55,0.7,0.74,0.12,0.29,0.04,0.34,0.38,0.45,0.52,0.07,0.07,0.08,0.08,0.91,0.07,0.2,0.17,0.33,0.4,0.25,0.58,0.12,0.63,0,0.26,0.78,0.54,0.84,0.51,0.29,0.24,0.25,0.08,0.07,0.07,0.25,0.27,0.28,0.27,0.53,0.39,0.49,0.18,0.04,0.09,0.78,0.53,0.72,0.74,0.22,0.21,0.2,0.19
Auburncity,0.04,0.37,0.32,0.7,0.21,0.02,1,1,1,0.14,0.05,1,0.02,0.77,0.57,0.47,0.13,0.11,0.16,0.32,0.17,0.19,0.16,0.07,0.21,0.14,0.22,0.11,1,0.18,0.18,0.82,0.42,0.23,0.19,1,0.25,0.67,0.09,1,0.16,0.13,0.38,0.55,0.53,0.59,0.54,0.68,0.69,0.03,0.69,0.01,1,0.91,0.86,0.8,0.29,0.23,0.2,0.17,0.9,0.05,0.14,0.07,0.25,0.41,0.22,0.24,0.14,0.71,0,0.06,0.66,0.21,0.07,0.24,0.77,0.27,0.1,0.16,0.16,0.18,0.18,0.21,0.26,0.21,1,0.16,0.24,0,0,0.12,0.49,0.12,0,0.15,0.09,0.09,0.01,0.15
Lynchburgcity,0.09,0.43,0.51,0.58,0.04,0.01,0.58,0.56,0.5,0.52,0.1,1,0.2,0.42,0.21,0.44,0.65,0.36,0.52,0.24,0.26,0.31,0.19,0.22,0.14,0.26,0.26,0.09,0.43,0.47,0.53,0.34,0.36,0.38,0.44,0.63,0.43,0.42,0.48,0.53,0.5,0.52,0.39,0.41,0.42,0.44,0.48,0.57,0.62,0.07,0.48,0.01,0.72,0.75,0.67,0.61,0.08,0.08,0.06,0.05,0.96,0.02,0.18,0.16,0.34,0.38,0.32,0.5,0.08,0.51,0.5,0.11,0.69,0.49,0.33,0.51,0.44,0.42,0.17,0.08,0.09,0.11,0.12,0.18,0.21,0.19,0.4,0.18,0.35,0.03,0,0.04,0.72,0.56,0.56,0.6,0.14,0.11,0.19,0.31
FosterCitycity,0.03,0.36,0.06,0.6,1,0.11,0.31,0.46,0.26,0.2,0.04,1,0.8,0.84,0.33,0.72,0.14,0.08,0.31,0.78,0.8,0.85,0.64,0.49,0.5,0.64,0.82,0.01,0.06,0.05,0.05,0.77,0.16,0.81,0.28,0.3,0.09,0.73,0.52,0.47,0.54,0.54,0.41,0.79,0.82,0.92,0.74,0.67,0.62,0,0.07,0.04,0.44,0.48,0.5,0.52,0.7,0.66,0.63,0.6,0.56,0.22,0.17,0.15,0.4,0.51,0.28,0.57,0.14,0.53,0.5,0.03,0.84,0.52,0.01,0.1,0.75,0,0.2,1,1,1,1,1,1,0.96,0.38,0.82,0.22,0,0,0.67,0.38,0.38,0.45,0.46,0.01,0.63,0.22,0.08
Evansvillecity,0.19,0.3,0.19,0.84,0.03,0.01,0.36,0.46,0.3,0.56,0.2,1,0.19,0.44,0.19,0.46,0.6,0.35,0.5,0.23,0.25,0.26,0.2,0.13,0.31,0.25,0.35,0.16,0.38,0.38,0.48,0.22,0.45,0.43,0.46,0.43,0.53,0.31,0.69,0.37,0.67,0.71,0.36,0.47,0.49,0.49,0.45,0.64,0.66,0.09,0.32,0.01,0.44,0.42,0.55,0.5,0.03,0.02,0.03,0.02,0.96,0.04,0.14,0.12,0.29,0.35,0.24,0.53,0.09,0.67,0,0.28,0.63,0.5,0.37,0.56,0.27,0.4,0.13,0.06,0.06,0.06,0.16,0.17,0.19,0.18,0.46,0.24,0.37,0.05,0.01,0.02,0.71,0.58,0.78,0.75,0.12,0.26,0.09,0.24
LaVernecity,0.03,0.56,0.06,0.74,0.44,0.34,0.45,0.43,0.3,0.39,0.05,1,0.58,0.6,0.25,0.53,0.45,0.22,0.51,0.58,0.46,0.47,0.4,0.23,0.39,0.37,0.5,0.01,0.1,0.16,0.25,0.43,0.2,0.59,0.36,0.49,0.27,0.57,0.36,0.37,0.41,0.4,0.58,0.78,0.77,0.83,0.7,0.59,0.61,0.01,0.11,0.02,0.16,0.22,0.3,0.36,0.14,0.16,0.2,0.22,0.68,0.15,0.33,0.33,0.58,0.58,0.53,0.72,0.23,0.44,0.5,0.02,0.89,0.71,0.23,0.29,0.71,0.05,0.11,0.64,0.69,0.71,0.58,0.6,0.66,0.6,0.56,0.78,0.32,0,0,0.35,0.53,0.52,0.82,0.83,0.02,0.33,0.1,0.11
Woodburncity,0.01,0.52,0.01,0.69,0.03,0.58,0.36,0.39,0.26,0.87,0,0,0.18,0.09,0.49,0.53,0.93,0.41,0.75,0.17,0.14,0.17,0.17,0.07,0.37,0.16,0.18,0.03,0.59,0.69,0.64,0.12,0.34,0.19,0.58,0.26,0.67,0.24,0.3,0.28,0.31,0.32,0.58,0.62,0.59,0.58,0.5,0.21,0.34,0.01,0.3,0.02,0.66,0.75,0.71,0.71,0.87,0.88,0.75,0.69,0.38,0.79,0.73,0.64,0.51,0.32,0.87,0.5,0.54,0.74,0,0.01,0.92,0.62,0.17,0.38,0.65,0.38,0.3,0.1,0.08,0.07,0.25,0.26,0.25,0.26,0.56,0.55,0.32,0.01,0,0.56,0.37,0.46,0.53,0.52,0.01,0.27,0.04,0.22
Altuscity,0.02,0.5,0.24,0.65,0.1,0.22,0.48,0.6,0.41,0.34,0,0,0.17,0.5,0.88,0.36,0.43,0.48,0.51,0.16,0.18,0.2,0.18,0.15,0.32,0.15,0.2,0.03,0.48,0.36,0.42,0.27,0.5,0.45,0.1,0.54,0.29,0.39,0.47,0.3,0.51,0.51,0.49,0.65,0.63,0.67,0.66,0.4,0.38,0.01,0.23,0,0.37,0.41,0.44,0.54,0.08,0.08,0.08,0.09,0.82,0.07,0.22,0.22,0.48,0.41,0.58,0.39,0.21,0.5,0.5,0.06,0.44,0.44,0.26,0.74,0.44,0.65,0.39,0.06,0.06,0.08,0.15,0.21,0.23,0.21,0.34,0.39,0.32,0.01,0,0.09,0.38,0.33,0.34,0.08,0.04,0.14,0,0.13
Plainsborotownship,0.01,0.14,0.21,0.67,0.61,0.07,0.18,0.69,0.26,0.04,0,0,0.58,0.98,0.18,0.66,0,0.03,0,0.68,0.78,0.82,0.46,0,0.51,0.76,0.73,0,0.02,0.04,0.03,0.98,0.16,0.98,0.47,0.5,0.1,0.85,0.53,0.6,0.45,0.5,0.31,0.75,0.81,0.82,0.69,0.34,0.41,0,0.22,0.01,0.59,0.62,0.74,0.72,0.63,0.58,0.63,0.55,0.71,0.1,0.05,0.04,0.16,0.38,0.11,0.31,0.09,0.88,0,0.05,0.5,0.24,0.02,0.27,0.9,0.03,0.11,0.51,0.55,0.57,0.76,0.64,0.67,0.66,0.34,0.73,0.58,0,0,0.45,0.35,0.04,0,0.01,0.03,0.1,0.53,0.07
LittleEggHarbortownship,0.01,0.46,0.01,0.98,0.03,0.04,0.31,0.38,0.2,0.59,0,0,0.37,0.44,0.16,0.47,0.63,0.15,0.74,0.36,0.31,0.3,0.44,0.34,0.29,0.4,0.53,0,0.1,0.21,0.44,0.15,0.51,0.35,0.21,0.3,0.35,0.27,0.32,0.26,0.32,0.33,0.44,0.72,0.73,0.86,0.74,0.31,0.32,0,0.07,0,0,0,0.04,0.05,0,0,0.01,0.01,0.91,0.06,0.21,0.21,0.49,0.44,0.61,0.78,0.08,0.33,0.5,0.12,0,0.8,0.03,0.2,0.75,0.03,0.42,0.27,0.26,0.25,0.63,0.57,0.56,0.64,0.49,0.84,0.88,0,0,0.1,0.6,0.52,0.56,0.76,0.14,0.02,0.1,0.11
EastProvidencecity,0.06,0.37,0.08,0.88,0.03,0.03,0.31,0.42,0.26,0.62,0.08,1,0.32,0.46,0.2,0.5,0.65,0.33,0.63,0.35,0.32,0.31,0.35,0.15,0.24,0.35,0.34,0.03,0.17,0.49,0.58,0.24,0.33,0.49,0.61,0.43,0.59,0.32,0.39,0.39,0.41,0.42,0.45,0.67,0.68,0.74,0.66,0.63,0.72,0.01,0.13,0.05,0.17,0.16,0.16,0.22,0.17,0.15,0.14,0.16,0.62,0.31,0.19,0.17,0.39,0.53,0.22,0.6,0.08,0.58,0,0.04,0.86,0.52,0.12,0.49,0.33,0.1,0.2,0.3,0.29,0.26,0.25,0.36,0.42,0.34,0.49,0.54,0.53,0,0,0.44,0.67,0.78,0.86,0.79,0.04,0.31,0.2,0.06
Fairfieldcity,0,0.45,1,0,0.01,0,0.43,0.41,0.27,0.57,0.02,1,0.16,0.38,0.1,0.16,0.71,0.44,0.61,0.19,0.16,0.23,0.23,0.27,0.69,0,0.16,0.02,0.54,0.39,0.5,0.26,0.56,0.33,0.27,0.66,0.45,0.35,0.58,0.42,0.66,0.66,0.52,0.3,0.31,0.38,0.24,0.81,0.83,0.01,0.39,0,0,0.24,0.2,0.63,0,0.01,0.01,0.02,0.95,0.02,0.33,0.31,0.45,0.47,0.44,0.56,0.14,0.5,0.5,0.02,0.66,0.55,0.67,0.44,0.38,0.3,0.23,0.07,0.07,0.08,0.03,0.11,0.13,0.15,0.49,0.39,0.49,0,0.01,0.01,0.93,0.69,0.88,0.82,0.01,0.3,0.15,0.8
Carlsbadcity,0.09,0.37,0.02,0.85,0.19,0.25,0.29,0.4,0.24,0.43,0.1,1,0.56,0.56,0.31,0.64,0.42,0.18,0.6,0.55,0.57,0.58,0.55,0.31,0.52,0.26,0.35,0.04,0.17,0.14,0.15,0.58,0.27,0.6,0.3,0.39,0.18,0.64,0.57,0.4,0.63,0.62,0.35,0.68,0.7,0.83,0.58,0.41,0.47,0.02,0.17,0.05,0.47,0.5,0.53,0.54,0.42,0.39,0.38,0.35,0.72,0.24,0.2,0.18,0.38,0.38,0.41,0.53,0.19,0.54,0.5,0.12,0.67,0.54,0.04,0.13,0.85,0.05,0.13,0.64,0.69,0.71,0.72,0.71,0.89,0.72,0.64,0.84,0.21,0,1,0.37,0.35,0.2,0.39,0.44,0.11,0.14,0.15,0.22
Paramusborough,0.02,0.73,0.02,0.82,0.64,0.07,0.34,0.37,0.27,0.55,0.04,1,0.78,0.74,0.19,0.8,0.54,0.02,0.57,0.72,0.59,0.58,0.32,0.05,0.48,0.42,0.68,0.01,0.07,0.21,0.23,0.5,0.18,0.48,0.35,0.42,0.19,0.57,0.09,0.41,0.12,0.11,0.62,0.93,0.91,0.94,0.86,0,0.11,0,0.06,0.03,0.31,0.42,0.43,0.42,0.39,0.47,0.45,0.4,0.61,0.18,0.3,0.34,0.72,0.68,0.74,0.92,0.06,0.1,0.5,0,0.98,0.93,0,0.11,0.38,0.02,0.05,0.68,0.66,0.65,0.87,1,1,1,0.35,0.47,0.46,0.01,0,0.55,0.42,0.9,0.82,0.73,0.03,0.2,0.32,0.17
FortCollinscity,0.12,0.41,0.02,0.9,0.15,0.13,0.72,0.79,0.73,0.21,0.14,1,0.25,0.73,0.52,0.6,0.22,0.16,0.24,0.35,0.28,0.28,0.21,0.14,0.24,0.23,0.27,0.13,0.44,0.12,0.12,0.7,0.34,0.56,0.35,0.68,0.21,0.58,0.36,0.73,0.43,0.41,0.42,0.7,0.74,0.8,0.6,0.52,0.55,0.01,0.11,0.03,0.93,0.85,0.79,0.77,0.29,0.23,0.2,0.17,0.86,0.06,0.15,0.12,0.37,0.47,0.29,0.46,0.09,0.52,0.5,0.09,0.83,0.42,0.06,0.3,0.73,0.14,0.18,0.19,0.18,0.16,0.32,0.31,0.34,0.28,0.75,0.48,0.4,0.02,0.02,0.13,0.32,0.21,0.27,0.29,0.12,0.18,0.07,0.16
Winslowtownship,0.03,0.67,0.45,0.61,0.07,0.05,0.38,0.5,0.25,0.24,0.03,0.68,0.47,0.71,0.27,0.38,0.34,0.2,0.35,0.42,0.3,0.31,0.32,0.31,0.46,0.22,0.29,0.02,0.18,0.27,0.41,0.27,0.32,0.58,0.28,0.51,0.4,0.44,0.38,0.42,0.46,0.44,0.65,0.72,0.68,0.83,0.57,0.56,0.62,0.02,0.34,0,0.19,0.27,0.35,0.3,0.03,0.04,0.05,0.04,0.9,0.07,0.33,0.35,0.66,0.68,0.49,0.83,0.1,0.33,0.5,0.04,0.71,0.81,0.37,0.83,0.79,0.13,0.22,0.23,0.22,0.22,0.37,0.4,0.48,0.45,0.66,0.61,0.96,0.07,0,0.07,0.51,0.58,0.57,0.66,0.17,0.04,0.34,0.2
Artesiacity,0,0.47,0.03,0.69,0.01,0.72,0.42,0.41,0.24,0.5,0,0,0.18,0.28,0.49,0.34,0.65,0.45,0.31,0.21,0.18,0.21,0.15,0.14,0.06,0.18,0.22,0.02,0.57,0.65,0.62,0.18,0.45,0.3,0.13,0.38,0.54,0.36,0.4,0.24,0.43,0.43,0.54,0.64,0.59,0.46,0.68,0.13,0.23,0.01,0.27,0,0.35,0.3,0.38,0.37,0.09,0.07,0.08,0.07,0.46,0.35,0.34,0.32,0.51,0.46,0.59,0.63,0.28,0.44,0.5,0.03,0.44,0.66,0.28,0.94,0.48,0.66,0.28,0.05,0.05,0.06,0.05,0.11,0.13,0.1,0.3,0.19,0.22,0,0,0.11,0.52,0.67,0.77,0.75,0.02,0.11,0.02,0.12
Littletoncity,0.04,0.32,0.02,0.95,0.08,0.09,0.34,0.43,0.26,0.38,0.05,1,0.37,0.62,0.19,0.59,0.38,0.16,0.48,0.44,0.45,0.44,0.48,0.19,0.26,0.31,0.39,0.02,0.18,0.08,0.15,0.58,0.26,0.62,0.31,0.47,0.2,0.6,0.59,0.37,0.67,0.66,0.38,0.62,0.68,0.7,0.62,0.68,0.71,0.01,0.09,0.01,0.3,0.37,0.37,0.43,0.06,0.07,0.06,0.07,0.91,0.06,0.15,0.13,0.34,0.45,0.2,0.59,0.08,0.49,0.5,0.04,0.77,0.52,0.03,0.25,0.65,0.12,0.07,0.23,0.21,0.22,0.29,0.31,0.37,0.29,0.53,0.52,0.24,0,0,0.09,0.33,0.43,0.45,0.54,0.03,0.23,0.14,0.11
Claremontcity,0.01,0.35,0.01,0.98,0.03,0.01,0.39,0.44,0.28,0.55,0,0,0.23,0.45,0.05,0.45,0.6,0.38,0.6,0.24,0.22,0.21,0.34,0.13,0.13,0,0.52,0.02,0.34,0.41,0.57,0.17,0.47,0.44,0.72,0.37,0.76,0.31,0.58,0.32,0.5,0.56,0.4,0.57,0.6,0.44,0.71,0.6,0.65,0.01,0.23,0,0.21,0.19,0.15,0.18,0.05,0.04,0.03,0.03,0.9,0.05,0.15,0.14,0.37,0.43,0.34,0.51,0.08,0.6,0,0.03,0.59,0.49,0.17,0.45,0.25,0.64,0.43,0.18,0.17,0.15,0.25,0.31,0.34,0.29,0.59,0.74,0.69,0,0,0.1,0.6,0.47,0.71,0.58,0.12,0.03,0.02,0.12
Kokomocity,0.06,0.31,0.17,0.84,0.04,0.03,0.4,0.48,0.29,0.43,0.07,1,0.24,0.47,0.19,0.42,0.52,0.38,0.7,0.27,0.26,0.25,0.3,0.16,0.33,0.34,0.26,0.07,0.43,0.32,0.45,0.19,0.54,0.41,0.78,0.31,0.6,0.28,0.73,0.32,0.76,0.78,0.39,0.44,0.47,0.4,0.45,0.49,0.48,0.03,0.23,0,0.13,0.13,0.14,0.22,0.01,0.01,0.01,0.02,0.95,0.04,0.16,0.14,0.33,0.35,0.32,0.56,0.08,0.56,0,0.09,0.67,0.55,0.4,0.55,0.31,0.46,0.17,0.06,0.05,0.05,0.17,0.19,0.19,0.2,0.48,0.08,0.36,0.04,0,0.04,0.78,0.58,0.8,0.81,0.04,0.26,0.01,0.2
Riversidecity,0.35,0.62,0.14,0.56,0.32,0.48,0.52,0.6,0.42,0.26,0.36,1,0.38,0.66,0.22,0.38,0.32,0.42,0.46,0.39,0.31,0.36,0.31,0.21,0.28,0.24,0.3,0.24,0.31,0.3,0.38,0.3,0.44,0.51,0.37,0.45,0.42,0.4,0.51,0.54,0.61,0.59,0.68,0.59,0.57,0.69,0.6,0.38,0.37,0.14,0.32,0.23,0.39,0.48,0.53,0.59,0.42,0.46,0.46,0.47,0.57,0.38,0.58,0.53,0.64,0.67,0.59,0.47,0.5,0.51,0.5,0.25,0.77,0.46,0.19,0.21,0.63,0.22,0.19,0.32,0.33,0.32,0.48,0.47,0.55,0.47,0.68,0.62,0.17,0.1,0.03,0.46,0.48,0.35,0.46,0.69,0.22,0.24,0.09,0.68
Pennsaukentownship,0.04,0.52,0.29,0.71,0.11,0.09,0.33,0.42,0.24,0.52,0.05,1,0.4,0.58,0.07,0.52,0.58,0.24,0.58,0.4,0.33,0.33,0.33,0.27,0.33,0.28,0.34,0.02,0.13,0.27,0.43,0.2,0.23,0.52,0.4,0.33,0.43,0.35,0.38,0.42,0.39,0.4,0.58,0.65,0.63,0.76,0.63,0.35,0.45,0.02,0.27,0.01,0.09,0.13,0.2,0.29,0.03,0.03,0.05,0.06,0.84,0.07,0.34,0.33,0.55,0.6,0.26,0.84,0.09,0.26,0.5,0.01,0.93,0.79,0.45,0.6,0.31,0.15,0.11,0.21,0.19,0.18,0.35,0.37,0.42,0.35,0.52,0.5,0.63,0,0,0.12,0.52,0.78,0.75,0.75,0.03,0.28,0.29,0.23
Medfordtownship,0.02,0.62,0.01,0.98,0.07,0.02,0.49,0.4,0.3,0.26,0.03,0.77,0.79,0.75,0.3,0.73,0.35,0.05,0.44,0.74,0.67,0.65,0.56,0.3,0.31,0.22,0.42,0,0.05,0.11,0.14,0.67,0.24,0.59,0.29,0.55,0.14,0.76,0.2,0.35,0.23,0.22,0.62,0.9,0.92,0.86,0.75,0.21,0.36,0,0.05,0,0.07,0.13,0.14,0.13,0.02,0.03,0.03,0.02,0.92,0.03,0.22,0.24,0.66,0.73,0.24,0.87,0.02,0.18,0.5,0.01,0.87,0.8,0.11,0.54,0.73,0.03,0,0.5,0.52,0.54,0.67,0.65,1,0.76,0.51,0.57,0.43,0,0,0.1,0.45,0.71,0.68,0.69,0.11,0.04,0.11,0.05
Franklincity,0,0.47,0.02,0.99,0.01,0,0.45,0.54,0.35,0.34,0.02,1,0.23,0.49,0.3,0.28,0.5,0.49,0.53,0.24,0.18,0.17,0.41,0.05,0.18,0,0.32,0.02,0.43,0.63,0.7,0.08,0.53,0.38,0.78,0.17,0.77,0.15,0.55,0.28,0.63,0.62,0.47,0.59,0.6,0.46,0.6,0.31,0.4,0,0.12,0,0.29,0.22,0.18,0.27,0.01,0.01,0.01,0.01,0.97,0.02,0.18,0.19,0.5,0.51,0.5,0.51,0.1,0.47,0.5,0.01,0.9,0.52,0.39,0.43,0.44,0.41,0.07,0.1,0.09,0.08,0.14,0.18,0.19,0.21,0.45,0.21,0.29,0,0,0.02,0.72,0.6,0.67,0.84,0.02,0.11,0.01,0.1
MineralWellscity,0.01,0.48,0.1,0.8,0.06,0.23,0.43,0.46,0.3,0.53,0,0,0.13,0.35,0.32,0.3,0.67,0.53,0.49,0.13,0.13,0.13,0.16,0.13,0.53,0.19,0.22,0.03,0.61,0.53,0.66,0.16,0.65,0.24,0.63,0.38,0.64,0.28,0.77,0.24,0.62,0.71,0.48,0.57,0.51,0.53,0.57,0.26,0.35,0.01,0.22,0,0.25,0.33,0.36,0.51,0.07,0.09,0.09,0.11,0.81,0.09,0.31,0.28,0.45,0.38,0.59,0.54,0.26,0.51,0.5,0.04,0.45,0.59,0.43,0.73,0.48,0.94,0.37,0.02,0.03,0.05,0.1,0.13,0.16,0.17,0.49,0.44,0.57,0,0,0.12,0.75,0.5,0.66,0.81,0.06,0.06,0.04,0.28
Concordcity,0.16,0.44,0.05,0.76,0.53,0.21,0.37,0.49,0.3,0.29,0.18,1,0.5,0.7,0.21,0.52,0.29,0.31,0.45,0.49,0.43,0.44,0.39,0.25,0.33,0.33,0.44,0.07,0.16,0.12,0.18,0.42,0.25,0.69,0.2,0.32,0.26,0.47,0.57,0.45,0.69,0.66,0.47,0.62,0.65,0.71,0.54,0.51,0.6,0.03,0.13,0.11,0.46,0.54,0.62,0.63,0.45,0.47,0.49,0.45,0.69,0.2,0.26,0.24,0.47,0.47,0.49,0.51,0.24,0.46,0.5,0.09,0.86,0.53,0.05,0.13,0.58,0.08,0.05,0.51,0.51,0.52,0.65,0.6,0.7,0.6,0.65,0.65,0.19,0.03,0.01,0.42,0.49,0.42,0.54,0.62,0.08,0.32,0.56,0.22
Centraliacity,0,0.34,0.01,0.95,0.06,0.06,0.4,0.44,0.28,0.58,0,0,0.17,0.28,0.22,0.41,0.68,0.53,0.5,0.2,0.19,0.18,0.16,0.09,0.35,0.32,0.21,0.02,0.43,0.32,0.46,0.15,0.44,0.33,0.36,0.3,0.54,0.25,0.78,0.31,0.75,0.8,0.4,0.46,0.49,0.51,0.47,0.33,0.34,0,0.14,0,0.04,0.32,0.36,0.35,0.01,0.06,0.06,0.06,0.92,0.06,0.23,0.19,0.34,0.36,0.37,0.46,0.16,0.6,0,0.02,0.76,0.47,0.21,0.48,0.27,0.4,0.16,0.08,0.07,0.07,0.17,0.19,0.2,0.18,0.51,0.23,0.35,0.01,0,0.09,0.59,0.42,0.56,0.64,0.01,0.17,0.05,0.22
Huntsvillecity,0.24,0.37,0.48,0.58,0.13,0.02,0.44,0.55,0.38,0.31,0.25,0.99,0.34,0.67,0.33,0.51,0.32,0.21,0.58,0.38,0.38,0.45,0.22,0.19,0.35,0.5,0.5,0.16,0.3,0.22,0.3,0.54,0.33,0.57,0.43,0.46,0.23,0.66,0.52,0.45,0.57,0.56,0.42,0.58,0.58,0.67,0.53,0.52,0.54,0.09,0.28,0.04,0.41,0.45,0.53,0.52,0.11,0.11,0.12,0.1,0.92,0.04,0.17,0.16,0.38,0.45,0.32,0.54,0.12,0.44,0.5,0.25,0.72,0.51,0.1,0.25,0.6,0.28,0.14,0.15,0.16,0.18,0.24,0.25,0.28,0.26,0.31,0.15,0.22,0.17,0.09,0.11,0.54,0.51,0.6,0.49,0.48,0.08,0,0.55
Manvilleborough,0,0.4,0,0.98,0.05,0.03,0.26,0.42,0.24,0.56,0.02,1,0.43,0.53,0,0.57,0.67,0.25,0.86,0.45,0.38,0.36,0.08,0.33,0.35,0.25,0.49,0,0.1,0.44,0.48,0.13,0.22,0.57,0.62,0.29,0.59,0.22,0.43,0.47,0.32,0.38,0.44,0.66,0.67,0.84,0.55,0.57,0.74,0,0.09,0,0.3,0.37,0.33,0.33,0.14,0.15,0.12,0.11,0.79,0.12,0.17,0.17,0.44,0.5,0.29,0.7,0.08,0.44,0.5,0,0.91,0.66,0,0.44,0.31,0.12,0.3,0.39,0.35,0.31,0.52,0.52,0.57,0.57,0.51,0.59,0.81,0,0,0.19,0.68,0.85,0.84,0.85,0,0.36,0.07,0.05
Hawthorneborough,0.01,0.36,0.01,0.97,0.06,0.06,0.24,0.41,0.24,0.58,0.03,1,0.52,0.55,0.24,0.71,0.63,0.06,0.53,0.52,0.49,0.47,1,0.7,0.32,0.66,0.89,0,0.08,0.36,0.39,0.35,0.2,0.55,0.43,0.35,0.33,0.53,0.27,0.39,0.28,0.29,0.42,0.81,0.83,0.91,0.64,0.35,0.29,0,0.03,0.01,0.18,0.28,0.28,0.27,0.13,0.19,0.17,0.15,0.72,0.15,0.16,0.15,0.4,0.48,0.27,0.64,0.06,0.51,0.5,0.01,0.9,0.59,0.1,0.53,0.17,0.03,0.17,0.53,0.49,0.48,0.68,0.66,0.73,0.67,0.51,0.7,0.78,0,0,0.32,0.74,0.82,0.72,0.81,0.01,0.42,0.21,0.03
Stauntoncity,0.02,0.41,0.25,0.8,0.02,0.01,0.38,0.44,0.31,0.56,0,0,0.23,0.47,0.27,0.46,0.61,0.35,0.63,0.27,0.27,0.28,0.22,0.09,0.13,0.17,0.23,0.02,0.3,0.47,0.49,0.27,0.18,0.37,0.36,0.6,0.51,0.36,0.7,0.38,0.53,0.63,0.31,0.55,0.49,0.48,0.54,0.54,0.68,0.01,0.24,0,0.57,0.61,0.5,0.61,0.06,0.06,0.04,0.05,0.96,0.03,0.1,0.1,0.29,0.31,0.29,0.54,0.05,0.46,0.5,0.03,0.78,0.53,0.11,0.62,0.4,0.49,0.24,0.11,0.11,0.12,0.17,0.2,0.21,0.21,0.36,0.18,0.35,0.02,0,0.04,0.74,0.5,0.47,0.61,0.06,0.1,0.01,0.07
LaGrandecity,0,0.38,0.01,0.93,0.12,0.04,0.61,0.57,0.49,0.47,0,0,0.16,0.49,0.61,0.47,0.47,0.37,0.36,0.23,0.18,0.18,0.18,0.09,0.13,0.29,0.3,0.02,0.5,0.22,0.32,0.3,0.47,0.38,0.26,0.66,0.52,0.43,0.55,0.45,0.5,0.54,0.42,0.57,0.65,0.56,0.64,0.66,0.57,0.01,0.2,0,0.82,0.9,0.95,0.81,0.13,0.12,0.12,0.09,0.93,0.03,0.24,0.19,0.35,0.42,0.31,0.45,0.12,0.59,0,0.01,0.79,0.43,0.14,0.37,0.4,0.41,0.36,0.06,0.05,0.06,0.13,0.15,0.15,0.14,0.47,0.22,0.44,0,0,0.06,0.53,0.39,0.48,0.53,0.01,0.24,0,0.07
CasaGrandecity,0.01,0.59,0.1,0.64,0.05,0.64,0.48,0.5,0.31,0.34,0,0,0.24,0.56,0.59,0.3,0.44,0.49,0.34,0.22,0.21,0.24,0.17,0.08,0.5,0.21,0.26,0.03,0.46,0.51,0.48,0.21,0.51,0.48,0.43,0.41,0.55,0.33,0.59,0.35,0.63,0.63,0.67,0.52,0.48,0.4,0.66,0.49,0.5,0.02,0.34,0.01,0.19,0.29,0.33,0.39,0.06,0.08,0.09,0.09,0.56,0.19,0.5,0.47,0.62,0.62,0.61,0.54,0.42,0.55,0,0.05,0.48,0.55,0.18,0.3,0.75,0.65,0.1,0.11,0.11,0.11,0.23,0.25,0.26,0.26,0.53,0.41,0.54,0.03,0.09,0.14,0.42,0.38,0.56,0.43,0.06,0.07,0.04,0.57
