"Grant_Application_ID"	"RFCD_Code"	"RFCD_Percentage"	"SEO_Code"	"SEO_Percentage"	"Person_ID"	"Role"	"Year_of_Birth"	"Country_of_Birth"	"Home_Language"	"Dept_No"	"Faculty_No"	"With_PHD"	"No_of_Years_in_Uni_at_Time_of_Grant"	"Number_of_Successful_Grant"	"Number_of_Unsuccessful_Grant"	"A2"	"A"	"B"	"C"	"Grant_Status"	"Sponsor_Code"	"Contract_Value_Band"	"Grant_Category_Code"
45	"RFCD320602"	100	"SEO730107"	50	67647	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	1	6	9	8	8	4	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
46	"RFCD420303"	50	"SEO730201"	40	63492	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationLT0"	0	1	1	0	9	4	0	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
47	""	""	"SEO770101"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
47	"RFCD260602"	60	"SEO770103"	50	26877	"CHIEF_INVESTIGATOR"	"1935"	"Australia"	""	"Dept3123"	"Faculty31"	""	"Duration5to10"	0	0	0	2	4	1	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
47	"RFCD260601"	40	"SEO770102"	30	80212	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept3123"	"Faculty31"	"Yes"	"DurationGT15"	1	1	0	0	0	0	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
47	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
48	""	""	""	""	119372	"CHIEF_INVESTIGATOR"	"1970"	"EasternEurope"	"OtherLang"	"Dept2813"	"Faculty25"	"Yes"	"Duration0to5"	0	0	0	0	0	0	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat10B"
48	"RFCD321003"	100	"SEO730106"	100	69812	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2813"	"Faculty25"	""	"Duration5to10"	1	5	10	7	9	1	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat10B"
49	"RFCD321402"	100	"SEO730217"	100	491312	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2563"	"Faculty25"	"Yes"	"Duration0to5"	0	3	0	0	0	0	0	"Sponsor34B"	"ContractValueBandA"	"GrantCat30C"
50	"RFCD270201"	50	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
50	"RFCD300508"	50	"SEO780105"	100	66672	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept1258"	"Faculty34"	"Yes"	"Duration10to15"	2	0	16	15	13	15	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
51	"RFCD300403"	60	"SEO630106"	90	70662	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept3268"	"Faculty31"	""	"DurationLT0"	1	1	0	3	0	0	1	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
52	"RFCD270402"	100	"SEO771102"	100	30977	"CHIEF_INVESTIGATOR"	"1950"	"GreatBritain"	""	"Dept3028"	"Faculty31"	""	"DurationLT0"	1	0	10	8	8	9	1	"Sponsor47C"	"ContractValueBandA"	"GrantCat10B"
53	"RFCD380107"	65	"SEO730106"	25	30457	"CHIEF_INVESTIGATOR"	"1955"	"AsiaPacific"	""	"Dept2558"	"Faculty25"	""	"DurationLT0"	0	0	0	0	2	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
53	"RFCD321299"	35	"SEO730211"	65	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
54	"RFCD270403"	50	"SEO620105"	100	79802	"PRINCIPAL_SUPERVISOR"	"1950"	"Australia"	""	"Dept3028"	"Faculty31"	"Yes"	"DurationGT15"	1	0	1	8	9	5	1	"Sponsor36D"	"ContractValueBandUnk"	"GrantCat10A"
54	"RFCD300204"	50	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor36D"	"ContractValueBandUnk"	"GrantCat10A"
55	"RFCD321015"	100	"SEO730108"	100	10577	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration5to10"	0	1	3	4	3	1	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
55	""	""	""	""	727732	"CHIEF_INVESTIGATOR"	"1960"	""	""	"Dept2603"	"Faculty25"	""	"DurationLT0"	1	0	0	0	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
56	""	""	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor34B"	"ContractValueBandUnk"	"GrantCat30C"
56	"RFCD270708"	100	"SEO770603"	100	85642	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept3258"	"Faculty31"	"Yes"	"Duration0to5"	1	5	16	21	24	6	1	"Sponsor34B"	"ContractValueBandUnk"	"GrantCat30C"
57	"RFCD320700"	50	"SEO730199"	50	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
57	"RFCD321000"	50	"SEO730118"	50	65227	"CHIEF_INVESTIGATOR"	"1960"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
58	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"SponsorUnk"	"ContractValueBandD"	"GrantCatUnk"
59	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor18B"	"ContractValueBandUnk"	"GrantCat20A"
59	"RFCD330103"	100	"SEO749905"	100	82377	"CHIEF_INVESTIGATOR"	"1950"	"NewZealand"	""	"Dept2298"	"Faculty46"	"Yes"	"DurationGT15"	0	0	1	0	1	3	0	"Sponsor18B"	"ContractValueBandUnk"	"GrantCat20A"
60	"RFCD321015"	100	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
61	"RFCD270201"	50	"SEO730113"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor172D"	"ContractValueBandUnk"	"GrantCat30B"
61	"RFCD270106"	30	"SEO730108"	80	46237	"CHIEF_INVESTIGATOR"	"1945"	""	""	""	""	""	"DurationUnk"	0	0	0	1	2	1	0	"Sponsor172D"	"ContractValueBandUnk"	"GrantCat30B"
62	"RFCD210000"	50	"SEO730211"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
63	"RFCD300405"	34	"SEO670101"	50	10662	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept1258"	"Faculty34"	"Yes"	"Duration5to10"	0	0	0	0	0	0	0	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
63	"RFCD270205"	33	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
63	"RFCD270105"	33	"SEO630101"	50	9227	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept1258"	"Faculty34"	"Yes"	"Duration0to5"	0	3	0	2	3	3	0	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
64	"RFCD270108"	70	"SEO730108"	100	16137	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration5to10"	1	5	4	3	1	0	0	"SponsorUnk"	"ContractValueBandC"	"GrantCatUnk"
65	""	""	""	""	69147	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2778"	"Faculty25"	""	"Duration5to10"	0	1	1	1	0	2	0	"Sponsor184D"	"ContractValueBandUnk"	"GrantCat30B"
66	"RFCD240204"	40	"SEO671299"	30	15187	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept3198"	"Faculty31"	"Yes"	"Duration10to15"	0	1	4	17	0	3	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
67	""	""	""	""	43882	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2768"	"Faculty25"	"Yes"	"Duration0to5"	0	5	3	4	2	1	0	"Sponsor5A"	"ContractValueBandUnk"	"GrantCat30B"
68	""	""	""	""	30527	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	2	1	0	7	27	9	1	"Sponsor63C"	"ContractValueBandB"	"GrantCat20A"
68	""	""	""	""	64347	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2893"	"Faculty25"	""	"DurationGT15"	0	1	4	13	19	14	1	"Sponsor63C"	"ContractValueBandB"	"GrantCat20A"
68	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor63C"	"ContractValueBandB"	"GrantCat20A"
68	"RFCD321206"	100	"SEO730213"	100	30017	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2893"	"Faculty25"	""	"Duration0to5"	0	0	0	7	9	3	1	"Sponsor63C"	"ContractValueBandB"	"GrantCat20A"
68	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor63C"	"ContractValueBandB"	"GrantCat20A"
68	""	""	""	""	41202	"CHIEF_INVESTIGATOR"	"1960"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	1	"Sponsor63C"	"ContractValueBandB"	"GrantCat20A"
69	"RFCD320405"	80	"SEO730101"	80	1217	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	"English"	"Dept3028"	"Faculty31"	"Yes"	"DurationGT15"	2	0	16	13	8	0	1	"Sponsor2B"	"ContractValueBandH"	"GrantCat10A"
70	"RFCD250200"	100	"SEO780103"	100	489582	"CHIEF_INVESTIGATOR"	"1975"	"GreatBritain"	""	"Dept3048"	"Faculty31"	"Yes"	"Duration0to5"	0	1	11	1	2	0	0	"Sponsor47C"	"ContractValueBandUnk"	"GrantCat10B"
71	""	""	""	""	79192	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"DurationGT15"	1	2	31	35	14	2	1	"Sponsor74B"	"ContractValueBandUnk"	"GrantCat30C"
71	""	""	""	""	17367	"CHIEF_INVESTIGATOR"	"1960"	"AsiaPacific"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	0	3	2	1	3	2	1	"Sponsor74B"	"ContractValueBandUnk"	"GrantCat30C"
71	"RFCD270203"	50	"SEO730110"	50	649042	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	3	0	0	0	0	0	1	"Sponsor74B"	"ContractValueBandUnk"	"GrantCat30C"
71	"RFCD321202"	50	"SEO730213"	50	76352	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration10to15"	1	0	4	4	0	0	1	"Sponsor74B"	"ContractValueBandUnk"	"GrantCat30C"
72	"RFCD360299"	60	"SEO750699"	60	81067	"CHIEF_INVESTIGATOR"	"1940"	"Australia"	""	"Dept3508"	"Faculty4"	""	"DurationGT15"	1	1	1	5	0	2	0	"SponsorUnk"	"ContractValueBandB"	"GrantCatUnk"
73	"RFCD321004"	50	"SEO730105"	100	74162	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2813"	"Faculty25"	"Yes"	"Duration5to10"	1	0	10	19	7	6	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
74	"RFCD320502"	100	"SEO730106"	100	66657	"PRINCIPAL_SUPERVISOR"	"1965"	"Australia"	""	"Dept2668"	"Faculty25"	""	"DurationLT0"	0	0	10	4	2	0	0	"Sponsor6B"	"ContractValueBandUnk"	"GrantCat30B"
74	""	""	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor6B"	"ContractValueBandUnk"	"GrantCat30B"
75	"RFCD300105"	50	"SEO770502"	100	66902	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept1033"	"Faculty1"	""	"DurationLT0"	1	0	0	0	1	0	1	"Sponsor170B"	"ContractValueBandUnk"	"GrantCat30B"
76	"RFCD270199"	30	""	""	44697	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2603"	"Faculty25"	""	"Duration0to5"	2	0	0	0	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
76	"RFCD270103"	70	"SEO730108"	100	79057	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2603"	"Faculty25"	""	"Duration5to10"	1	0	2	2	1	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
77	"RFCD321216"	50	"SEO730207"	60	22972	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationLT0"	0	1	0	2	1	3	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat30B"
78	"RFCD321021"	100	"SEO730211"	100	4222	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2768"	"Faculty25"	""	"Duration10to15"	0	2	9	11	4	2	0	"Sponsor24D"	"ContractValueBandA"	"GrantCat30B"
79	"RFCD321004"	100	"SEO730204"	100	1797	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	2	7	0	8	4	0	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat30B"
79	""	""	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat30B"
80	"RFCD279901"	100	"SEO770101"	100	85642	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept3258"	"Faculty31"	"Yes"	"Duration0to5"	1	5	16	21	24	6	0	"Sponsor166B"	"ContractValueBandUnk"	"GrantCat10A"
81	""	""	""	""	79652	"CHIEF_INVESTIGATOR"	"1950"	"AsiaPacific"	""	"Dept2498"	"Faculty25"	"Yes"	"DurationGT15"	0	0	1	3	3	3	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
81	""	""	""	""	11667	"DELEGATED_RESEARCHER"	"1950"	"Australia"	""	"Dept2548"	"Faculty25"	""	"DurationGT15"	0	0	6	14	12	2	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
81	"RFCD321216"	40	"SEO730207"	40	27307	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2923"	"Faculty25"	""	"DurationLT0"	1	1	0	0	0	0	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
81	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
81	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
81	"RFCD321004"	60	"SEO730105"	60	5967	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2923"	"Faculty25"	"Yes"	"Duration5to10"	0	1	0	3	5	2	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
81	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor29A"	"ContractValueBandA"	"GrantCat10B"
82	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
82	"RFCD321202"	30	"SEO730213"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
82	"RFCD230204"	30	"SEO730107"	30	67842	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	0	0	0	0	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
82	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
82	"RFCD321015"	40	"SEO730108"	40	76352	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration10to15"	1	0	4	4	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
82	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
83	"RFCD320305"	50	"SEO730101"	75	74302	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration10to15"	2	1	1	1	1	0	1	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
84	"RFCD321208"	45	"SEO730211"	45	131257	"CHIEF_INVESTIGATOR"	"1980"	"Australia"	""	"Dept2923"	"Faculty25"	""	"DurationUnk"	0	1	0	0	0	0	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
85	"RFCD290104"	40	"SEO670105"	60	56387	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept3268"	"Faculty31"	"Yes"	"Duration0to5"	1	1	0	1	0	0	0	"Sponsor12D"	"ContractValueBandD"	"GrantCat30B"
86	"RFCD321021"	20	"SEO750101"	40	39632	"CHIEF_INVESTIGATOR"	"1975"	"GreatBritain"	""	"Dept2533"	"Faculty25"	"Yes"	"Duration0to5"	0	2	0	0	1	3	0	"Sponsor101A"	"ContractValueBandA"	"GrantCat30G"
87	"RFCD300204"	100	"SEO750704"	70	85642	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept3258"	"Faculty31"	"Yes"	"Duration0to5"	1	5	16	21	24	6	0	"Sponsor33A"	"ContractValueBandD"	"GrantCat20C"
88	"RFCD270804"	40	"SEO780105"	60	8012	"CHIEF_INVESTIGATOR"	"1960"	"WesternEurope"	""	"Dept1098"	"Faculty1"	"Yes"	"Duration5to10"	1	1	0	0	0	1	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
89	"RFCD321006"	60	"SEO730113"	60	71867	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2578"	"Faculty25"	"Yes"	"Duration10to15"	3	1	7	19	26	13	0	"Sponsor24D"	"ContractValueBandUnk"	"GrantCat30B"
90	""	""	""	""	""	"Unk"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
91	"RFCD320202"	60	"SEO730102"	100	12957	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration5to10"	1	6	10	6	8	1	0	"Sponsor164D"	"ContractValueBandUnk"	"GrantCat10B"
92	"RFCD321204"	10	"SEO730207"	25	8772	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2763"	"Faculty25"	""	"DurationLT0"	3	2	3	6	3	1	0	"Sponsor143C"	"ContractValueBandUnk"	"GrantCat30B"
93	"RFCD291899"	40	"SEO680302"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
93	"RFCD290801"	60	"SEO680202"	50	73017	"CHIEF_INVESTIGATOR"	"1960"	"TheAmericas"	""	"Dept2103"	"Faculty19"	"Yes"	"Duration10to15"	0	2	4	1	3	3	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
94	"RFCD291104"	40	"SEO770502"	100	125287	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2103"	"Faculty19"	"Yes"	"Duration0to5"	0	2	0	0	0	0	0	"Sponsor170B"	"ContractValueBandG"	"GrantCat30B"
95	""	""	""	""	44697	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2603"	"Faculty25"	""	"Duration0to5"	2	0	0	0	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
95	"RFCD270199"	100	"SEO730108"	100	497907	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2578"	"Faculty25"	"Yes"	"DurationLT0"	0	0	3	1	1	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
96	""	""	"SEO670403"	50	53202	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept3048"	"Faculty31"	"Yes"	"Duration0to5"	0	1	0	0	0	0	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
96	"RFCD320302"	100	"SEO730101"	50	1687	"CHIEF_INVESTIGATOR"	"1960"	"GreatBritain"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration10to15"	1	0	7	10	3	1	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
97	"RFCD230204"	50	"SEO730201"	100	""	"Unk"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
98	""	""	""	""	82567	"DELEGATED_RESEARCHER"	"1955"	"Australia"	"English"	"Dept2678"	"Faculty25"	"Yes"	"DurationGT15"	0	0	12	11	4	8	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat10B"
98	"RFCD270699"	50	"SEO730217"	100	132232	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	1	0	0	0	1	0	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat10B"
98	"RFCD270299"	50	""	""	6242	"CHIEF_INVESTIGATOR"	"1955"	"AsiaPacific"	"OtherLang"	"Dept2548"	"Faculty25"	""	"DurationLT0"	0	1	0	0	0	0	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat10B"
99	"RFCD360101"	60	"SEO750602"	60	28682	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept828"	"Faculty7"	"Yes"	"Duration0to5"	1	0	0	1	1	2	1	"Sponsor2B"	"ContractValueBandF"	"GrantCat10A"
100	"RFCD380103"	35	"SEO780107"	50	67622	"CHIEF_INVESTIGATOR"	"1945"	"NorthAmerica"	""	"Dept803"	"Faculty7"	"Yes"	"DurationGT15"	0	1	0	0	0	0	0	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
101	"RFCD280100"	40	"SEO700103"	100	115417	"CHIEF_INVESTIGATOR"	"1965"	"WesternEurope"	"OtherLang"	"Dept2253"	"Faculty19"	"Yes"	"Duration0to5"	0	1	0	4	4	0	0	"Sponsor59C"	"ContractValueBandUnk"	"GrantCat10A"
102	"RFCD321005"	100	"SEO730116"	100	19362	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2893"	"Faculty25"	""	"Duration0to5"	0	1	0	2	3	0	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
103	"RFCD390304"	20	""	""	80677	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept828"	"Faculty7"	""	"DurationLT0"	1	0	1	1	2	0	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
103	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
103	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
103	"RFCD390302"	30	"SEO730219"	20	66957	"CHIEF_INVESTIGATOR"	"1940"	"Australia"	""	"Dept2558"	"Faculty25"	"Yes"	"DurationGT15"	1	0	0	0	0	0	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
103	"RFCD390301"	50	"SEO750503"	80	73737	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept828"	"Faculty7"	""	"DurationLT0"	0	0	0	3	3	1	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
104	"RFCD320899"	100	"SEO730214"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor75C"	"ContractValueBandUnk"	"GrantCat10B"
105	"RFCD350302"	50	""	""	5302	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept1578"	"Faculty13"	"Yes"	"Duration5to10"	1	0	0	0	0	0	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
105	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
105	"RFCD350301"	50	"SEO710401"	100	69952	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept1578"	"Faculty13"	"Yes"	"Duration10to15"	0	0	2	8	6	0	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
105	""	""	""	""	34347	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept1578"	"Faculty13"	"Yes"	"Duration0to5"	0	0	2	2	2	0	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
105	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
106	""	""	""	""	85862	"CHIEF_INVESTIGATOR"	"1950"	"WesternEurope"	""	"Dept2728"	"Faculty25"	""	"Duration0to5"	1	0	0	0	0	0	0	"Sponsor161A"	"ContractValueBandUnk"	"GrantCat30B"
106	"RFCD321006"	100	"SEO730108"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor161A"	"ContractValueBandUnk"	"GrantCat30B"
